Station,Depth,TaylorSWIF,TaylorSWIF err,TaylorSWIFT,TaylorSWIFT err,DWARF,DWARF err,QSDWARF,QSDWARF err
5,28,-0.05771380631265266,0.030732948723086035,-0.055631288315062144,0.020249893707319683,-0.0578692292903632,0.03014731699909848,-0.05749941969936756,0.029894930376086832
5,3910,-0.047776793861413425,0.02311185070432888,-0.04450215079227171,0.015531757774670762,-0.04783319536285724,0.02281510438199627,-0.0474052588864976,0.022672236841931082
8,29,0.024359356088074824,0.031443463415897314,0.012571735875605228,0.020609518958569543,0.025956725716171247,0.034652932098655345,0.025677049629138082,0.03432466288889946
8,99,-0.034152596940959956,0.028436804592191826,-0.046567821479366,0.01881958540693823,-0.03257094584143172,0.030731505813980514,-0.03319028362493215,0.030377401249149522
8,296,-0.0637852069968129,0.03410860346632651,-0.06399535746586071,0.02300088306346961,-0.06413225502798514,0.035651565796895955,-0.06369855233968647,0.03501209877232989
8,494,-0.05413930092654784,0.023895766045669384,-0.05930940341976232,0.014553623776567494,-0.053771107973413335,0.025190153844126036,-0.053995660892317,0.024475375532281237
8,690,-0.05482353947523322,0.039325994760498154,-0.04585538833293579,0.02892874730923813,-0.05448260017811657,0.03820127335053795,-0.054105242413115096,0.037926366815165646
8,988,-0.05570314517703012,0.04212967626273734,-0.06355535786781208,0.026820547844250368,-0.055520847209867275,0.04588665515194601,-0.055342134896178896,0.04442635890193625
8,1479,-0.0417748278084068,0.029739401524414927,-0.05224683481119741,0.021341988366524317,-0.04098016029940821,0.03104530875490614,-0.04144617734471201,0.030837392360364625
8,1970,-0.04435080466629848,0.030601789924034766,-0.045788052768700904,0.02084182486961,-0.04460017386398485,0.031195357107437146,-0.04426319505390697,0.03077125641036292
8,2459,-0.042731469599268435,0.034326819389627186,-0.04593517560664406,0.02329762267105992,-0.04277678849842281,0.03599845803421987,-0.04255769267366871,0.0354914685400884
5,98,-0.029281562764551627,0.031687526564182916,-0.03513842583638849,0.020701698734308858,-0.029165674207240033,0.03229660002846905,-0.02915214353413398,0.03274311111012682
8,2840,-0.03822597082958312,0.04119847050078688,-0.04181748804374252,0.031351688210441965,-0.03827712342397993,0.04495441031197145,-0.03819755410933556,0.04375832412349221
8,2889,-0.043914472783965874,0.030243811695711734,-0.05107878383891662,0.019405382806257532,-0.04336166685882292,0.031892629439637964,-0.04343476488699849,0.031141274433328193
16,29,0.03579761123837599,0.039179882793342634,0.04616077248529815,0.02634357106195308,0.03601991422212736,0.038937867049167615,0.0359685681300661,0.03963984769742825
16,98,-0.054879069390717405,0.10052359844930783,-0.07024443395076974,0.06225374604654898,-0.05367256030318457,0.11864296029118794,-0.05384036677555892,0.11461902151977559
16,296,-0.06065110186249345,0.028458708826139868,-0.07534776122339859,0.01868129158369551,-0.05825620177078006,0.031847352265006,-0.05951003481140005,0.030480818733192482
16,494,-0.04875242441377159,0.04269110097062754,-0.0549035462454569,0.026701421132276346,-0.04871786341969708,0.044286765403153634,-0.04845200836271113,0.04417117123456048
16,691,-0.04970879541463069,0.04237147608080297,-0.05749377517584331,0.027390736384931468,-0.04932338092544386,0.04684930745312668,-0.049398423718115314,0.046166159380591335
16,987,-0.055666928980871666,0.03469520221189224,-0.05124575264997866,0.02601466294669224,-0.05583281514068683,0.03409203333606192,-0.05541820504638861,0.03403743368978694
16,1969,-0.039832935728913554,0.03391268708265537,-0.04538019577727548,0.022388638718556803,-0.039888158507806915,0.03429361967047593,-0.039817626377884885,0.03397505912957746
16,2946,-0.04520318439250148,0.034170236111570634,-0.04322598908054487,0.02283835795639697,-0.04537004556401625,0.03340499726232282,-0.045060525648132566,0.03319299181079272
5,296,-0.0563790153478424,0.028411109314081553,-0.06585850109384317,0.018917370021489157,-0.05555243452665748,0.03098824516909928,-0.055891689912907605,0.02971372906303405
16,3434,-0.031793733888354714,0.04903482073637329,-0.028942430071260183,0.03891589063053734,-0.032502974820477815,0.048306388402989314,-0.03190141430303872,0.04827040698118211
16,3920,-0.04077082527151288,0.03165444288758496,-0.04410040712181529,0.022387332792168223,-0.040776021465257495,0.033897859535217824,-0.04089498852152018,0.03346123571427175
16,4335,-0.05332855187596486,0.035169573059710996,-0.05096126073761609,0.02346155063096984,-0.05369171388644134,0.035991524669780416,-0.05321129613179576,0.03585734711807117
20,29,0.045897523764751647,0.04933687808402317,0.02724362212844511,0.03485876959845409,0.050791134221982004,0.05797714056249699,0.04959256467400208,0.05796375149455047
20,242,-0.05543395434187037,0.05872579249529295,-0.05803404036902782,0.04217176135355117,-0.056178814139860034,0.06267045066452516,-0.05573025768219886,0.06127800672381117
20,493,-0.03305061499207129,0.035020153319607436,-0.02969295327037813,0.022632068372584038,-0.033396823794688224,0.03570091147955558,-0.03294884237825835,0.03523130386726936
20,691,-0.048364653097388355,0.03183858146624445,-0.06375614393272688,0.021593351706590703,-0.04683870252823841,0.03310848253416585,-0.04731731901134817,0.03310518599458822
20,1478,-0.04869571038608056,0.026338054246198197,-0.048759879317712085,0.017479863997390474,-0.0489350009867775,0.026975225175326956,-0.04863604345374306,0.02724640812098211
20,1969,-0.03116065693403547,0.049659040362773015,-0.06665078908351929,0.03872965053662686,-0.023783517798128706,0.053153608493956214,-0.02630654096387819,0.05339325957855451
20,2458,-0.054177809091838336,0.04319147165412046,-0.060227062296309364,0.027141642889057536,-0.054299643896632666,0.046542764654455546,-0.054059023343884016,0.04570606464328966
5,494,-0.05483067179911927,0.04751925023684063,-0.06051478124865006,0.037004052228985444,-0.05544969693063706,0.044450339680456134,-0.05482333821536989,0.044731790826004036
20,3434,-0.06553072897834045,0.04877771688532919,-0.05902560508601651,0.03027025302377397,-0.06544747238384385,0.04672365123188988,-0.06450834024803553,0.0464148617226799
20,3917,-0.04167429953705726,0.1085359698171216,-0.039859626717200225,0.06573843711233768,-0.04477931852676231,0.10995713419801685,-0.04258971291045732,0.1072368701605211
20,4236,-0.05092993869509055,0.037513200928294486,-0.04952674053836781,0.02328129546445334,-0.051103548579535696,0.037757520073385745,-0.05084981263252131,0.03651746357669647
28,29,0.07679050161324774,0.049037089417935276,0.056440344654739905,0.034273697443357676,0.07863168967183887,0.05042741173400491,0.07879696220696664,0.05120902902732678
28,98,-0.047207634108952345,0.043115178912224605,-0.055030975856073194,0.030952457131102187,-0.047557339309308055,0.04288634462149878,-0.04714952257556959,0.04215340868418644
28,296,-0.05436424110051763,0.044141336812040875,-0.056977963674370025,0.031218032472314857,-0.05459782905840682,0.0441995457969319,-0.05431351910890858,0.044181730835027716
28,494,-0.03409527227022413,0.035128697962301565,-0.05030066646768372,0.022760236898421493,-0.03289075670837638,0.03684066933254967,-0.033432549759265684,0.03639811163035612
28,691,-0.04607339505666863,0.03232105724453315,-0.053013631590396515,0.021803339754114644,-0.046019091295046555,0.0324372792292581,-0.045974160034910505,0.03231482156317639
28,986,-0.06966837442313711,0.0450788357033339,-0.09625601810482254,0.028146085226389676,-0.05872235296674466,0.05436896441189986,-0.0635425249431566,0.05352044009816136
28,1478,-0.052236609855160765,0.04371658413729843,-0.055578552218295774,0.027316765797814023,-0.05263781334367923,0.04563592811933163,-0.052237031837191195,0.04502076519612708
5,692,-0.053667669009787033,0.03522452687036519,-0.05717021476954731,0.024142243459195457,-0.05386010393870355,0.03559827769778034,-0.05376865559463473,0.03553638145226973
28,1969,-0.05048771422606335,0.026255315072717063,-0.05047314690387894,0.017254824515635765,-0.05069265230549114,0.027302951368096903,-0.05048247228636604,0.026860702219419337
28,2458,-0.03716633607119302,0.046400348690308554,-0.055271782103039735,0.03646183122617276,-0.032530242341890725,0.05305985377227662,-0.03462207394412442,0.05231965357999689
28,2946,-0.03889092497645019,0.03424270915920463,-0.0314616308208191,0.024118690737277477,-0.03904047303669611,0.034019370207909634,-0.03866688147597708,0.0336703025929963
28,3936,-0.04346401535761135,0.03612152817782374,-0.04486078214535627,0.02388729671967338,-0.04388086667136648,0.03551137178027464,-0.043417848901662226,0.035227427832553525
46,29,0.06320916783501773,0.047418139079461914,0.04727765577871024,0.03281673147013419,0.06403107346365777,0.04943569214011528,0.06445679005145966,0.05043281211979218
46,98,-0.028631993231768793,0.1217657275548582,-0.024567897698803298,0.07198026589171974,-0.031404238635719284,0.10316701827305146,-0.029545572652011076,0.10537343270560896
46,296,-0.05464155122430692,0.04669279109416938,-0.048267690860419044,0.032056437077040846,-0.054974147587169564,0.046167997018562834,-0.05416618636893311,0.045818058319976186
46,494,-0.05105972588183927,0.028917162059306497,-0.05463058177372726,0.020581881149833198,-0.05116051489942752,0.029382342268724937,-0.05096569761126135,0.029093708789317885
46,691,-0.051196027407005906,0.028693775380441114,-0.05821536460087795,0.020362158442996266,-0.050844702508407225,0.02958986133068092,-0.050886527057214415,0.029450499700076488
46,985,-0.040865441762119814,0.030028026784200464,-0.0530503834445647,0.021528780257457046,-0.039911722058432075,0.03149088996708624,-0.04030696235687581,0.03128494215413696
5,987,-0.060300027305360215,0.028657589542736252,-0.061751877199176075,0.019153279252634332,-0.06027707625475576,0.030247867932992823,-0.06031170405158015,0.029436589365058635
46,2458,-0.05184359872414945,0.03603043547384676,-0.03294553854725901,0.02739150556799332,-0.04979843070940715,0.03433748945837295,-0.049861933575721995,0.03436486294828856
46,2946,-0.0688649541321994,0.02629585109188762,-0.0749562078584124,0.01637148517684873,-0.0690197360649808,0.025182441147121513,-0.06863639027261936,0.025418760777757534
5,1478,-0.05261431326070454,0.0329346442884623,-0.048472531481483005,0.02140894491856455,-0.052637717076645885,0.032926292364802275,-0.052286533762577636,0.032619750737502576
5,1969,-0.05287550167948363,0.029924713170356932,-0.05278072154871294,0.020315048787133663,-0.05309777675893246,0.030659570564576175,-0.05275038951557065,0.02956756210120748
5,2458,-0.052738952659837746,0.022136695950005898,-0.05174926328280327,0.014810493389350773,-0.05284784894531935,0.02289520082826269,-0.05243377767190249,0.022640009333899022
5,2947,-0.05166653021851986,0.042530676866946275,-0.0486816915061512,0.028440680707276664,-0.05194428262180162,0.04202146196763495,-0.051370932609593245,0.04196868756188734
